Timestamp,Rank,TrendPhrase
2014/04/23 11:37:30,9,Calder
2014/04/23 11:37:30,10,#Shakespeare450th
2014/04/23 11:42:31,1,Alex Poythress
2014/04/23 11:42:31,2,Goran Dragic
2014/04/23 11:42:31,3,#AshyLarryBoyBands
2014/04/23 11:42:31,4,My WCW
2014/04/23 11:42:31,5,#AdministrativeProfessionalsDay
2014/04/23 11:42:31,6,#MostBeautiful
2014/04/23 11:42:31,7,#HappyBirthdayShakespeare
2014/04/23 11:42:31,8,NBA Most Improved Player
2014/04/23 11:42:31,9,Amazon Prime
2014/04/23 11:42:31,10,#Shakespeare450th
2014/04/23 11:47:31,1,Alex Poythress
2014/04/23 11:47:31,2,Goran Dragic
2014/04/23 11:47:31,3,#MostBeautiful
2014/04/23 11:47:31,4,#AshyLarryBoyBands
2014/04/23 11:47:31,5,My WCW
2014/04/23 11:47:31,6,Happy Administrative Professionals Day
2014/04/23 11:47:31,7,Most Improved Player
2014/04/23 11:47:31,8,#AdministrativeProfessionalsDay
2014/04/23 11:47:31,9,#slc14
2014/04/23 11:47:31,10,#Shakespeare450th
2014/04/23 11:52:32,1,Alex Poythress
2014/04/23 11:52:32,2,Goran Dragic
2014/04/23 11:52:32,3,#Jiva
2014/04/23 11:52:32,4,#AshyLarryBoyBands
2014/04/23 11:52:32,5,My WCW
2014/04/23 11:52:32,6,Most Improved Player
2014/04/23 11:52:32,7,#AdministrativeProfessionalsDay
2014/04/23 11:52:32,8,#HappyBirthdayShakespeare
2014/04/23 11:52:32,9,Calder
2014/04/23 11:52:32,10,#Shakespeare450th
2014/04/23 11:57:33,1,Alex Poythress
2014/04/23 11:57:33,2,Goran Dragic
2014/04/23 11:57:33,3,#Jiva
2014/04/23 11:57:33,4,#AshyLarryBoyBands
2014/04/23 11:57:33,5,My WCW
2014/04/23 11:57:33,6,Most Improved Player
2014/04/23 11:57:33,7,#AdministrativeProfessionalsDay
2014/04/23 11:57:33,8,#HappyBirthdayShakespeare
2014/04/23 11:57:33,9,Calder
2014/04/23 11:57:33,10,#Shakespeare450th
2014/04/23 12:02:34,1,Alex Poythress
2014/04/23 12:02:34,2,Goran Dragic
2014/04/23 12:02:34,3,#ashylarryboybands
2014/04/23 12:02:34,4,My WCW
2014/04/23 12:02:34,5,Most Improved Player
2014/04/23 12:02:34,6,#AdministrativeProfessionalsDay
2014/04/23 12:02:34,7,#MostBeautiful
2014/04/23 12:02:34,8,#HappyBirthdayShakespeare
2014/04/23 12:02:34,9,Lance Stephenson
2014/04/23 12:02:34,10,#Shakespeare450th
2014/04/23 12:07:35,1,Alex Poythress
2014/04/23 12:07:35,2,Goran Dragic
2014/04/23 12:07:35,3,Happy 450th
2014/04/23 12:07:35,4,Most Improved Player
2014/04/23 12:07:35,5,#AdministrativeProfessionalsDay
2014/04/23 12:07:35,6,#MostBeautiful
2014/04/23 12:07:35,7,#AskSean
2014/04/23 12:07:35,8,Amazon Prime
2014/04/23 12:07:35,9,#Shakespeare450th
2014/04/23 12:07:35,10,#WrigleyField100
2014/04/23 12:12:36,1,#MUT9K
2014/04/23 12:12:36,2,Alex Poythress
2014/04/23 12:12:36,3,Goran Dragic
2014/04/23 12:12:36,4,#CherLloydBindYourLove
2014/04/23 12:12:36,5,#ArtistaFavorito
2014/04/23 12:12:36,6,Most Improved Player
2014/04/23 12:12:36,7,#HappyBirthdayShakespeare
2014/04/23 12:12:36,8,My WCW
2014/04/23 12:12:36,9,World Book Day
2014/04/23 12:12:36,10,#Shakespeare450th
2014/04/23 12:17:37,1,#MUT9K
2014/04/23 12:17:37,2,Alex Poythress
2014/04/23 12:17:37,3,Goran Dragic
2014/04/23 12:17:37,4,#CherLloydBindYourLove
2014/04/23 12:17:37,5,#ArtistaFavorito
2014/04/23 12:17:37,6,Most Improved Player
2014/04/23 12:17:37,7,#HappyBirthdayShakespeare
2014/04/23 12:17:37,8,My WCW
2014/04/23 12:17:37,9,World Book Day
2014/04/23 12:17:37,10,#Shakespeare450th
2014/04/23 12:22:39,1,#MUT9K
2014/04/23 12:22:39,2,Goran Dragic
2014/04/23 12:22:39,3,#CherLloydBindYourLove
2014/04/23 12:22:39,4,Lol Shaq CLEARED
2014/04/23 12:22:39,5,My WCW
2014/04/23 12:22:39,6,Chocolate Strawberry Cake
2014/04/23 12:22:39,7,Most Improved Player
2014/04/23 12:22:39,8,#prel2338
2014/04/23 12:22:39,9,#HappyBirthdayShakespeare
2014/04/23 12:22:39,10,#Shakespeare450th
2014/04/23 12:27:39,1,#MUT9K
2014/04/23 12:27:39,2,Alex Poythress
2014/04/23 12:27:39,3,Goran Dragic
2014/04/23 12:27:39,4,#CherLloydBindYourLove
2014/04/23 12:27:39,5,Chocolate Strawberry Cake
2014/04/23 12:27:39,6,Happy Administrative Professionals Day
2014/04/23 12:27:39,7,#AdministrativeProfessionalsDay
2014/04/23 12:27:39,8,World Book Day
2014/04/23 12:27:39,9,#MarinersDECADay
2014/04/23 12:27:39,10,#Shakespeare450th
2014/04/23 12:32:40,1,#MUT9K
2014/04/23 12:32:40,2,Alex Poythress
2014/04/23 12:32:40,3,Goran Dragic
2014/04/23 12:32:40,4,#CherLloydBindYourLove
2014/04/23 12:32:40,5,Put a Coolin
2014/04/23 12:32:40,6,Happy 450th
2014/04/23 12:32:40,7,Amazon Prime
2014/04/23 12:32:40,8,#BRVS
2014/04/23 12:32:40,9,#MarinersDECADay
2014/04/23 12:32:40,10,#Shakespeare450th
2014/04/23 12:37:41,1,#MUT9K
2014/04/23 12:37:41,2,Dragic
2014/04/23 12:37:41,3,#CherLloydBindYourLove
2014/04/23 12:37:41,4,My WCW
2014/04/23 12:37:41,5,Happy 450th
2014/04/23 12:37:41,6,Liam Payne
2014/04/23 12:37:41,7,#HappyBirthdayShakespeare
2014/04/23 12:37:41,8,Amazon Prime
2014/04/23 12:37:41,9,#MarinersDECADay
2014/04/23 12:37:41,10,#Shakespeare450th
2014/04/23 12:42:41,1,#MUT9K
2014/04/23 12:42:41,2,World Series
2014/04/23 12:42:41,3,#CherLloydBindYourLove
2014/04/23 12:42:41,4,John Wall
2014/04/23 12:42:41,5,My WCW
2014/04/23 12:42:41,6,Taco Bell
2014/04/23 12:42:41,7,#HappyBirthdayShakespeare
2014/04/23 12:42:41,8,Lupita
2014/04/23 12:42:41,9,#MarinersDECADay
2014/04/23 12:42:41,10,#Shakespeare450th
2014/04/23 12:47:42,1,Amber Rose
2014/04/23 12:47:42,2,#MUT9K
2014/04/23 12:47:42,3,Lupita
2014/04/23 12:47:42,4,My WCW
2014/04/23 12:47:42,5,#AdministrativeProfessionalsDay
2014/04/23 12:47:42,6,#HappyBirthdayShakespeare
2014/04/23 12:47:42,7,Amazon Prime
2014/04/23 12:47:42,8,World Book Day
2014/04/23 12:47:42,9,#MarinersDECADay
2014/04/23 12:47:42,10,#Shakespeare450th
2014/04/23 12:52:42,1,#MUT9K
2014/04/23 12:52:42,2,Lupita
2014/04/23 12:52:42,3,My WCW
2014/04/23 12:52:42,4,Ladies Would You
2014/04/23 12:52:42,5,#AdministrativeProfessionalsDay
2014/04/23 12:52:42,6,#HappyBirthdayShakespeare
2014/04/23 12:52:42,7,Amazon Prime
2014/04/23 12:52:42,8,World Book Day
2014/04/23 12:52:42,9,#MarinersDECADay
2014/04/23 12:52:42,10,#Shakespeare450th
2014/04/23 12:57:43,1,#MUT9K
2014/04/23 12:57:43,2,Lupita
2014/04/23 12:57:43,3,#4DaysUntilProblem
2014/04/23 12:57:43,4,My WCW
2014/04/23 12:57:43,5,#AdministrativeProfessionalsDay
2014/04/23 12:57:43,6,#HappyBirthdayShakespeare
2014/04/23 12:57:43,7,Amazon Prime
2014/04/23 12:57:43,8,Belgium
2014/04/23 12:57:43,9,World Book Day
2014/04/23 12:57:43,10,#Shakespeare450th
2014/04/23 13:02:43,1,#MUT9K
2014/04/23 13:02:43,2,Lupita
2014/04/23 13:02:43,3,Happy 100th
2014/04/23 13:02:43,4,Goran Dragic
2014/04/23 13:02:43,5,#ChristianMingleUsernames
2014/04/23 13:02:43,6,#AdministrativeProfessionalsDay
2014/04/23 13:02:43,7,Amazon Prime
2014/04/23 13:02:43,8,Belgium
2014/04/23 13:02:43,9,#Shakespeare450th
2014/04/23 13:02:43,10,#WrigleyField100
2014/04/23 13:07:44,1,#MUT9K
2014/04/23 13:07:44,2,#MottsFruitRush
2014/04/23 13:07:44,3,My Wcw
2014/04/23 13:07:44,4,Happy 450th
2014/04/23 13:07:44,5,#CelebrateAdmins
2014/04/23 13:07:44,6,6 Months Later You're Strangers
2014/04/23 13:07:44,7,#HappyBirthdayShakespeare
2014/04/23 13:07:44,8,Belgium
2014/04/23 13:07:44,9,Goran Dragic
2014/04/23 13:07:44,10,#Shakespeare450th
2014/04/23 13:12:45,1,#MottsFruitRush
2014/04/23 13:12:45,2,Aaron Harang
2014/04/23 13:12:45,3,#OxiCleanDish
2014/04/23 13:12:45,4,Summer of Baja
2014/04/23 13:12:45,5,My WCW
2014/04/23 13:12:45,6,#CelebrateAdmins
2014/04/23 13:12:45,7,6 Months Later You're Strangers
2014/04/23 13:12:45,8,#HappyBirthdayShakespeare
2014/04/23 13:12:45,9,Belgium
2014/04/23 13:12:45,10,#Shakespeare450th
2014/04/23 13:17:45,1,#MUT9K
2014/04/23 13:17:45,2,#MottsFruitRush
2014/04/23 13:17:45,3,#OxiCleanDish
2014/04/23 13:17:45,4,Got a 30
2014/04/23 13:17:45,5,Happy 450th
2014/04/23 13:17:45,6,#CelebrateAdmins
2014/04/23 13:17:45,7,Doumit
2014/04/23 13:17:45,8,Belgium
2014/04/23 13:17:45,9,Lupita
2014/04/23 13:17:45,10,#Shakespeare450th
2014/04/23 13:22:46,1,#MUT9K
2014/04/23 13:22:46,2,#MottsFruitRush
2014/04/23 13:22:46,3,#OxiCleanDish
2014/04/23 13:22:46,4,Shows and Features
2014/04/23 13:22:46,5,My WCW
2014/04/23 13:22:46,6,Happy 450th
2014/04/23 13:22:46,7,#CelebrateAdmins
2014/04/23 13:22:46,8,Lupita
2014/04/23 13:22:46,9,Ladies Would You
2014/04/23 13:22:46,10,#Shakespeare450th
2014/04/23 13:27:47,1,#MUT9K
2014/04/23 13:27:47,2,Lupita
2014/04/23 13:27:47,3,Aaron Harang
2014/04/23 13:27:47,4,Lol Shaq CLEARED
2014/04/23 13:27:47,5,My WCW
2014/04/23 13:27:47,6,Ladies Would You
2014/04/23 13:27:47,7,#CelebrateAdmins
2014/04/23 13:27:47,8,#HappyBirthdayShakespeare
2014/04/23 13:27:47,9,#TeamFallon
2014/04/23 13:27:47,10,#Shakespeare450th
2014/04/23 13:32:47,1,#MUT9K
2014/04/23 13:32:47,2,Aaron Harang
2014/04/23 13:32:47,3,#OxiCleanDish
2014/04/23 13:32:47,4,#MeetTheVampsTour
2014/04/23 13:32:47,5,Ladies Would You
2014/04/23 13:32:47,6,Happy Administrative Professionals Day
2014/04/23 13:32:47,7,#CelebrateAdmins
2014/04/23 13:32:47,8,My WCW
2014/04/23 13:32:47,9,Lupita
2014/04/23 13:32:47,10,#Shakespeare450th
2014/04/23 13:37:48,1,#MUT9K
2014/04/23 13:37:48,2,#MeetTheVampsTour
2014/04/23 13:37:48,3,Ladies Would You
2014/04/23 13:37:48,4,Dana White
2014/04/23 13:37:48,5,#CelebrateAdmins
2014/04/23 13:37:48,6,Dan Henderson
2014/04/23 13:37:48,7,#HappyBirthdayShakespeare
2014/04/23 13:37:48,8,My WCW
2014/04/23 13:37:48,9,Daniel Cormier
2014/04/23 13:37:48,10,#Shakespeare450th
2014/04/23 13:42:49,1,#MUT9K
2014/04/23 13:42:49,2,Aaron Harang
2014/04/23 13:42:49,3,Andy Samberg
2014/04/23 13:42:49,4,Lol Shaq CLEARED
2014/04/23 13:42:49,5,My WCW
2014/04/23 13:42:49,6,#CelebrateAdmins
2014/04/23 13:42:49,7,#HappyBirthdayShakespeare
2014/04/23 13:42:49,8,#WLW14
2014/04/23 13:42:49,9,Lupita
2014/04/23 13:42:49,10,#Shakespeare450th
2014/04/23 13:47:49,1,Lol Shaq CLEARED
2014/04/23 13:47:49,2,My WCW
2014/04/23 13:47:49,3,Happy Administrative Professionals Day
2014/04/23 13:47:49,4,#TEAMPAM
2014/04/23 13:47:49,5,Mark Shand
2014/04/23 13:47:49,6,#WelcomeBackDaphne
2014/04/23 13:47:49,7,#WLW14
2014/04/23 13:47:49,8,Bayern
2014/04/23 13:47:49,9,#MattWidzTOTS
2014/04/23 13:47:49,10,#Shakespeare450th
2014/04/23 13:52:51,1,Lol Shaq CLEARED
2014/04/23 13:52:51,2,My WCW
2014/04/23 13:52:51,3,Happy Administrative Professionals Day
2014/04/23 13:52:51,4,#TEAMPAM
2014/04/23 13:52:51,5,Mark Shand
2014/04/23 13:52:51,6,#WelcomeBackDaphne
2014/04/23 13:52:51,7,#WLW14
2014/04/23 13:52:51,8,Bayern
2014/04/23 13:52:51,9,#MattWidzTOTS
2014/04/23 13:52:51,10,#Shakespeare450th
2014/04/23 13:57:53,1,Happy 100th
2014/04/23 13:57:53,2,Aaron Harang
2014/04/23 13:57:53,3,My WCW
2014/04/23 13:57:53,4,#CelebrateAdmins
2014/04/23 13:57:53,5,#WelcomeBackDaphne
2014/04/23 13:57:53,6,Game 5
2014/04/23 13:57:53,7,#WLW14
2014/04/23 13:57:53,8,Lupita
2014/04/23 13:57:53,9,#AskAdhamh
2014/04/23 13:57:53,10,#Shakespeare450th
2014/04/23 14:02:53,1,Bayern
2014/04/23 14:02:53,2,#Shakespeare450th
2014/04/23 14:02:53,3,My WCW
2014/04/23 14:02:53,4,#CelebrateAdmins
2014/04/23 14:02:53,5,Belgium
2014/04/23 14:02:53,6,#HappyBirthdayShakespeare
2014/04/23 14:02:53,7,Amazon Prime
2014/04/23 14:02:53,8,#WLW14
2014/04/23 14:02:53,9,World Book Day
2014/04/23 14:02:53,10,#BearHug
2014/04/23 14:07:54,1,#MUT9K
2014/04/23 14:07:54,2,#TiefSound
2014/04/23 14:07:54,3,My WCW
2014/04/23 14:07:54,4,Happy 450th
2014/04/23 14:07:54,5,World's Largest Webinar
2014/04/23 14:07:54,6,#HappyBirthdayShakespeare
2014/04/23 14:07:54,7,Amazon Prime
2014/04/23 14:07:54,8,#WLW14
2014/04/23 14:07:54,9,Bayern
2014/04/23 14:07:54,10,#Shakespeare450th
2014/04/23 14:12:54,1,#MUT9K
2014/04/23 14:12:54,2,Andy Samberg
2014/04/23 14:12:54,3,Bud Selig
2014/04/23 14:12:54,4,My WCW
2014/04/23 14:12:54,5,#BabyNameBonanza
2014/04/23 14:12:54,6,World's Largest Webinar
2014/04/23 14:12:54,7,#HappyBirthdayShakespeare
2014/04/23 14:12:54,8,#WLW14
2014/04/23 14:12:54,9,World Book Day
2014/04/23 14:12:54,10,#Shakespeare450th
2014/04/23 14:17:55,1,#MUT9K
2014/04/23 14:17:55,2,Jordan Walden
2014/04/23 14:17:55,3,Happy 450th
2014/04/23 14:17:55,4,World's Largest Webinar
2014/04/23 14:17:55,5,#AdministrativeProfessionalsDay
2014/04/23 14:17:55,6,75% of Twitter
2014/04/23 14:17:55,7,Andre Dawson
2014/04/23 14:17:55,8,#WLW14
2014/04/23 14:17:55,9,#Shakespeare450th
2014/04/23 14:17:55,10,#ChickyWolverine
2014/04/23 14:22:56,1,#MUT9K
2014/04/23 14:22:56,2,Jordan Walden
2014/04/23 14:22:56,3,Happy 450th
2014/04/23 14:22:56,4,World's Largest Webinar
2014/04/23 14:22:56,5,#AdministrativeProfessionalsDay
2014/04/23 14:22:56,6,75% of Twitter
2014/04/23 14:22:56,7,Andre Dawson
2014/04/23 14:22:56,8,#WLW14
2014/04/23 14:22:56,9,#Shakespeare450th
2014/04/23 14:22:56,10,#ChickyWolverine
2014/04/23 14:27:56,1,#MUT9K
2014/04/23 14:27:56,2,Happy 100th
2014/04/23 14:27:56,3,Sammy Sosa
2014/04/23 14:27:56,4,#NFLSchedule
2014/04/23 14:27:56,5,Ernie Banks
2014/04/23 14:27:56,6,#RIPbear
2014/04/23 14:27:56,7,6 Months Later You're Strangers
2014/04/23 14:27:56,8,My WCW
2014/04/23 14:27:56,9,#WLW14
2014/04/23 14:27:56,10,#Shakespeare450th
2014/04/23 14:32:56,1,#MUT9K
2014/04/23 14:32:56,2,Happy 100th
2014/04/23 14:32:56,3,#NFLSchedule
2014/04/23 14:32:56,4,My WCW
2014/04/23 14:32:56,5,#RIPbear
2014/04/23 14:32:56,6,Belgium
2014/04/23 14:32:56,7,Amazon Prime
2014/04/23 14:32:56,8,#WLW14
2014/04/23 14:32:56,9,Bayern
2014/04/23 14:32:56,10,#Shakespeare450th
2014/04/23 14:37:57,1,#MUT9K
2014/04/23 14:37:57,2,#NFLSchedule
2014/04/23 14:37:57,3,My WCW
2014/04/23 14:37:57,4,Happy 450th
2014/04/23 14:37:57,5,Happy Administrative Professionals Day
2014/04/23 14:37:57,6,#HappyBirthdayShakespeare
2014/04/23 14:37:57,7,Always Be Experimenting
2014/04/23 14:37:57,8,#WLW14
2014/04/23 14:37:57,9,Bayern
2014/04/23 14:37:57,10,#Shakespeare450th
2014/04/23 14:42:58,1,Advertise Smartly
2014/04/23 14:42:58,2,#MUT9K
2014/04/23 14:42:58,3,Tigers Jaw
2014/04/23 14:42:58,4,Sammy Sosa
2014/04/23 14:42:58,5,#NFLSchedule
2014/04/23 14:42:58,6,Happy Administrative Professionals Day
2014/04/23 14:42:58,7,Darwin Barney
2014/04/23 14:42:58,8,#HappyBirthdayShakespeare
2014/04/23 14:42:58,9,#WLW14
2014/04/23 14:42:58,10,#Shakespeare450th
2014/04/23 14:47:58,1,#MUT9K
2014/04/23 14:47:58,2,Kylizzle
2014/04/23 14:47:58,3,#NFLSchedule
2014/04/23 14:47:58,4,My WCW
2014/04/23 14:47:58,5,Happy Administrative Professionals Day
2014/04/23 14:47:58,6,Darwin Barney
2014/04/23 14:47:58,7,#HappyBirthdayShakespeare
2014/04/23 14:47:58,8,#WLW14
2014/04/23 14:47:58,9,Happy 100th
2014/04/23 14:47:58,10,#Shakespeare450th
2014/04/23 14:53:00,1,#MUT9K
2014/04/23 14:53:00,2,Kylizzle
2014/04/23 14:53:00,3,Reyes de Europa
2014/04/23 14:53:00,4,Happy Administrative Professionals Day
2014/04/23 14:53:00,5,#HappyBirthdayShakespeare
2014/04/23 14:53:00,6,Howard Webb
2014/04/23 14:53:00,7,#WLW14
2014/04/23 14:53:00,8,Mona Williams
2014/04/23 14:53:00,9,#ChickyWolverine
2014/04/23 14:53:00,10,#Shakespeare450th
2014/04/23 14:58:00,1,#MUT9K
2014/04/23 14:58:00,2,Kylizzle
2014/04/23 14:58:00,3,Reyes de Europa
2014/04/23 14:58:00,4,Be Human
2014/04/23 14:58:00,5,#HappyBirthdayShakespeare
2014/04/23 14:58:00,6,Howard Webb
2014/04/23 14:58:00,7,#5SOSonElvis
2014/04/23 14:58:00,8,#WLW14
2014/04/23 14:58:00,9,Gus Johnson
2014/04/23 14:58:00,10,#Shakespeare450th
2014/04/23 15:03:01,1,#MUT9K
2014/04/23 15:03:01,2,Kylizzle
2014/04/23 15:03:01,3,#NFLSchedule
2014/04/23 15:03:01,4,Eric Wynalda
2014/04/23 15:03:01,5,Happy Administrative Professionals Day
2014/04/23 15:03:01,6,Howard Webb
2014/04/23 15:03:01,7,#5SOSonElvis
2014/04/23 15:03:01,8,#WLW14
2014/04/23 15:03:01,9,Mr. Clean
2014/04/23 15:03:01,10,#Shakespeare450th
2014/04/23 15:08:03,1,Kylizzle
2014/04/23 15:08:03,2,#NFLSchedule
2014/04/23 15:08:03,3,Ronaldo
2014/04/23 15:08:03,4,El Oso Blanco
2014/04/23 15:08:03,5,#5SOSonElvis
2014/04/23 15:08:03,6,Real Madrid 1-0 Bayern Munich
2014/04/23 15:08:03,7,#WLW14
2014/04/23 15:08:03,8,Benzema
2014/04/23 15:08:03,9,Gus Johnson
2014/04/23 15:08:03,10,#Shakespeare450th
2014/04/23 15:13:04,1,Kylizzle
2014/04/23 15:13:04,2,#NFLSchedule
2014/04/23 15:13:04,3,Ronaldo
2014/04/23 15:13:04,4,El Oso Blanco
2014/04/23 15:13:04,5,#5SOSonElvis
2014/04/23 15:13:04,6,Real Madrid 1-0 Bayern Munich
2014/04/23 15:13:04,7,#WLW14
2014/04/23 15:13:04,8,Benzema
2014/04/23 15:13:04,9,Gus Johnson
2014/04/23 15:13:04,10,#Shakespeare450th
2014/04/23 15:18:05,1,Kylizzle
2014/04/23 15:18:05,2,#NFLSchedule
2014/04/23 15:18:05,3,#HappyBirthdayShakespeare
2014/04/23 15:18:05,4,1-0 Madrid
2014/04/23 15:18:05,5,Jordan Mickey
2014/04/23 15:18:05,6,#Benzema
2014/04/23 15:18:05,7,#5SOSonElvis
2014/04/23 15:18:05,8,#WLW14
2014/04/23 15:18:05,9,Happy 100th
2014/04/23 15:18:05,10,Gus Johnson
2014/04/23 15:23:05,1,Bonnie and Clyde Relationship
2014/04/23 15:23:05,2,#NFLSchedule
2014/04/23 15:23:05,3,My WCW
2014/04/23 15:23:05,4,Evan Gattis
2014/04/23 15:23:05,5,#Benzema
2014/04/23 15:23:05,6,Kimbrel
2014/04/23 15:23:05,7,#5SOSonElvis
2014/04/23 15:23:05,8,#WLW14
2014/04/23 15:23:05,9,Gus Johnson
2014/04/23 15:23:05,10,#Shakespeare450th
2014/04/23 15:28:06,1,Robben
2014/04/23 15:28:06,2,Bonnie and Clyde Relationship
2014/04/23 15:28:06,3,#NFLSchedule
2014/04/23 15:28:06,4,Ronaldo
2014/04/23 15:28:06,5,#HappyBirthdayShakespeare
2014/04/23 15:28:06,6,#5SOSonElvis
2014/04/23 15:28:06,7,#WLW14
2014/04/23 15:28:06,8,Benzema
2014/04/23 15:28:06,9,Gus Johnson
2014/04/23 15:28:06,10,#Shakespeare450th
2014/04/23 15:33:08,1,#MUT9K
2014/04/23 15:33:08,2,Robben
2014/04/23 15:33:08,3,Bonnie and Clyde Relationship
2014/04/23 15:33:08,4,Di Maria
2014/04/23 15:33:08,5,#GrindinMyWholeLife
2014/04/23 15:33:08,6,#HappyBirthdayShakespeare
2014/04/23 15:33:08,7,#5SOSonElvis
2014/04/23 15:33:08,8,Lahm
2014/04/23 15:33:08,9,Gus Johnson
2014/04/23 15:33:08,10,#Shakespeare450th
2014/04/23 15:38:08,1,#CleverU
2014/04/23 15:38:08,2,Happy 100th
2014/04/23 15:38:08,3,Bonnie and Clyde Relationship
2014/04/23 15:38:08,4,#NFLSchedule
2014/04/23 15:38:08,5,Di Maria
2014/04/23 15:38:08,6,#GrindinMyWholeLife
2014/04/23 15:38:08,7,#AskReply
2014/04/23 15:38:08,8,Jodie Foster
2014/04/23 15:38:08,9,#5SOSonElvis
2014/04/23 15:38:08,10,Gus Johnson
2014/04/23 15:43:10,1,#CleverU
2014/04/23 15:43:10,2,Happy 100th
2014/04/23 15:43:10,3,Bonnie and Clyde Relationship
2014/04/23 15:43:10,4,#NFLSchedule
2014/04/23 15:43:10,5,Di Maria
2014/04/23 15:43:10,6,Yeezy Kobe 8
2014/04/23 15:43:10,7,#AskReply
2014/04/23 15:43:10,8,#5SOSonElvis
2014/04/23 15:43:10,9,Gus Johnson
2014/04/23 15:43:10,10,#Shakespeare450th
2014/04/23 15:48:11,1,Happy 100th
2014/04/23 15:48:11,2,Bonnie and Clyde Relationship
2014/04/23 15:48:11,3,#CherLloydBindYourLove
2014/04/23 15:48:11,4,Female Edition
2014/04/23 15:48:11,5,Alex Rios
2014/04/23 15:48:11,6,#GrindinMyWholeLife
2014/04/23 15:48:11,7,#AskReply
2014/04/23 15:48:11,8,#HappyBirthdayShakespeare
2014/04/23 15:48:11,9,Gus Johnson
2014/04/23 15:48:11,10,#Shakespeare450th
2014/04/23 15:53:12,1,#NFLSchedule
2014/04/23 15:53:12,2,Bonnie and Clyde Relationship
2014/04/23 15:53:12,3,Female Edition
2014/04/23 15:53:12,4,#AskReply
2014/04/23 15:53:12,5,Jodie Foster
2014/04/23 15:53:12,6,#HappyBirthdayShakespeare
2014/04/23 15:53:12,7,Time Of The Month
2014/04/23 15:53:12,8,#WrigleyField100
2014/04/23 15:53:12,9,Gus Johnson
2014/04/23 15:53:12,10,#Shakespeare450th
2014/04/23 15:58:12,1,Bonnie and Clyde Relationship
2014/04/23 15:58:12,2,#NFLSchedule
2014/04/23 15:58:12,3,Real Madrid
2014/04/23 15:58:12,4,Happy Birthday Wrigley Field
2014/04/23 15:58:12,5,#AskReply
2014/04/23 15:58:12,6,#AdministrativeProfessionalsDay
2014/04/23 15:58:12,7,#CHIPOTLEKUSH
2014/04/23 15:58:12,8,Darwin Barney
2014/04/23 15:58:12,9,Gus Johnson
2014/04/23 15:58:12,10,#Shakespeare450th
2014/04/23 16:03:13,1,Happy 100th
2014/04/23 16:03:13,2,Bonnie and Clyde Relationship
2014/04/23 16:03:13,3,#slc14
2014/04/23 16:03:13,4,My WCW
2014/04/23 16:03:13,5,#AskReply
2014/04/23 16:03:13,6,Jodie Foster
2014/04/23 16:03:13,7,#HappyBirthdayShakespeare
2014/04/23 16:03:13,8,Michael Morse
2014/04/23 16:03:13,9,#WrigleyField100
2014/04/23 16:03:13,10,#Shakespeare450th
2014/04/23 16:08:14,1,Michael Morse
2014/04/23 16:08:14,2,Bonnie and Clyde Relationship
2014/04/23 16:08:14,3,#NFLSchedule
2014/04/23 16:08:14,4,Happy 100th
2014/04/23 16:08:14,5,#AskReply
2014/04/23 16:08:14,6,Jodie Foster
2014/04/23 16:08:14,7,#HappyBirthdayShakespeare
2014/04/23 16:08:14,8,#CAPNoah
2014/04/23 16:08:14,9,Dakari Johnson
2014/04/23 16:08:14,10,#Shakespeare450th
2014/04/23 16:13:14,1,Michael Morse
2014/04/23 16:13:14,2,Bonnie and Clyde Relationship
2014/04/23 16:13:14,3,#NFLSchedule
2014/04/23 16:13:14,4,Happy 100th
2014/04/23 16:13:14,5,#AskReply
2014/04/23 16:13:14,6,Jodie Foster
2014/04/23 16:13:14,7,#HappyBirthdayShakespeare
2014/04/23 16:13:14,8,Dakari Johnson
2014/04/23 16:13:14,9,#MarinersDECADay
2014/04/23 16:13:14,10,#Shakespeare450th
2014/04/23 16:18:16,1,Rafinha
2014/04/23 16:18:16,2,#MUT9K
2014/04/23 16:18:16,3,Happy 100th
2014/04/23 16:18:16,4,#NFLSchedule
2014/04/23 16:18:16,5,Bonnie and Clyde Relationship
2014/04/23 16:18:16,6,#slc14
2014/04/23 16:18:16,7,#AskReply
2014/04/23 16:18:16,8,Dakari Johnson
2014/04/23 16:18:16,9,Javi Martinez
2014/04/23 16:18:16,10,#Shakespeare450th
2014/04/23 16:23:16,1,#NFLSchedule
2014/04/23 16:23:16,2,#WeddingFail
2014/04/23 16:23:16,3,#ReplaceaMovieQuotewithaBrand
2014/04/23 16:23:16,4,#AskReply
2014/04/23 16:23:16,5,Ribery
2014/04/23 16:23:16,6,Jodie Foster
2014/04/23 16:23:16,7,#HappyBirthdayShakespeare
2014/04/23 16:23:16,8,Varane
2014/04/23 16:23:16,9,Gotze
2014/04/23 16:23:16,10,Bale for Ronaldo
2014/04/23 16:28:17,1,#NFLSchedule
2014/04/23 16:28:17,2,#WeddingFail
2014/04/23 16:28:17,3,#ReplaceaMovieQuotewithaBrand
2014/04/23 16:28:17,4,#AskReply
2014/04/23 16:28:17,5,Ribery
2014/04/23 16:28:17,6,Jodie Foster
2014/04/23 16:28:17,7,#HappyBirthdayShakespeare
2014/04/23 16:28:17,8,Varane
2014/04/23 16:28:17,9,Gotze
2014/04/23 16:28:17,10,Bale for Ronaldo
2014/04/23 16:33:18,1,The 16
2014/04/23 16:33:18,2,#NFLSchedule
