37,2014/04/24 08:53:27,7,#3DaysUntilProblem
37,2014/04/24 08:53:27,8,#GangstaBroadway
37,2014/04/24 08:53:27,9,Penn Relays
37,2014/04/24 08:53:27,10,#AskMel
38,2014/04/24 08:58:28,1,#throwbackthursday
38,2014/04/24 08:58:28,2,Michael Pineda
38,2014/04/24 08:58:28,3,#1DayUntilTheWWAT
38,2014/04/24 08:58:28,4,Dunkin
38,2014/04/24 08:58:28,5,#HappyThursday
38,2014/04/24 08:58:28,6,LaMarcus Aldridge
38,2014/04/24 08:58:28,7,#GangstaBroadway
38,2014/04/24 08:58:28,8,Penn Relays
38,2014/04/24 08:58:28,9,Cliven Bundy
38,2014/04/24 08:58:28,10,#AskMel
39,2014/04/24 09:03:28,1,Michael Pineda
39,2014/04/24 09:03:28,2,#1DayUntilTheWWAT
39,2014/04/24 09:03:28,3,Dunkin
39,2014/04/24 09:03:28,4,#happythursday
39,2014/04/24 09:03:28,5,#5SOSonElvis
39,2014/04/24 09:03:28,6,LaMarcus Aldridge
39,2014/04/24 09:03:28,7,#GangstaBroadway
39,2014/04/24 09:03:28,8,Penn Relays
39,2014/04/24 09:03:28,9,Cliven Bundy
39,2014/04/24 09:03:28,10,#AskMel
40,2014/04/24 09:08:29,1,Michael Pineda
40,2014/04/24 09:08:29,2,#1DayUntilTheWWAT
40,2014/04/24 09:08:29,3,#happythursday
40,2014/04/24 09:08:29,4,Florida
40,2014/04/24 09:08:29,5,#5SOSonElvis
40,2014/04/24 09:08:29,6,LaMarcus Aldridge
40,2014/04/24 09:08:29,7,#GangstaBroadway
40,2014/04/24 09:08:29,8,Penn Relays
40,2014/04/24 09:08:29,9,Cliven Bundy
40,2014/04/24 09:08:29,10,#AskMel
41,2014/04/24 09:13:29,1,#throwbackthursday
41,2014/04/24 09:13:29,2,Michael Pineda
41,2014/04/24 09:13:29,3,#1DayUntilTheWWAT
41,2014/04/24 09:13:29,4,#happythursday
41,2014/04/24 09:13:29,5,LaMarcus Aldridge
41,2014/04/24 09:13:29,6,#GangstaBroadway
41,2014/04/24 09:13:29,7,Penn Relays
41,2014/04/24 09:13:29,8,Yankees
41,2014/04/24 09:13:29,9,Cliven Bundy
41,2014/04/24 09:13:29,10,#AskMel
42,2014/04/24 09:18:30,1,#throwbackthursday
42,2014/04/24 09:18:30,2,Michael Pineda
42,2014/04/24 09:18:30,3,#1DayUntilTheWWAT
42,2014/04/24 09:18:30,4,#HappyThursday
42,2014/04/24 09:18:30,5,Florida
42,2014/04/24 09:18:30,6,LaMarcus Aldridge
42,2014/04/24 09:18:30,7,#GangstaBroadway
42,2014/04/24 09:18:30,8,Penn Relays
42,2014/04/24 09:18:30,9,Cliven Bundy
42,2014/04/24 09:18:30,10,#AskMel
43,2014/04/24 09:23:30,1,#throwbackthursday
43,2014/04/24 09:23:30,2,#ManThoughts
43,2014/04/24 09:23:30,3,Michael Pineda
43,2014/04/24 09:23:30,4,#1DayUntilTheWWAT
43,2014/04/24 09:23:30,5,Cliven Bundy
43,2014/04/24 09:23:30,6,LaMarcus Aldridge
43,2014/04/24 09:23:30,7,#GangstaBroadway
43,2014/04/24 09:23:30,8,#HappyNKOTBday
43,2014/04/24 09:23:30,9,Penn Relays
43,2014/04/24 09:23:30,10,Yankees
44,2014/04/24 09:28:31,1,#throwbackthursday
44,2014/04/24 09:28:31,2,#ManThoughts
44,2014/04/24 09:28:31,3,Michael Pineda
44,2014/04/24 09:28:31,4,#1DayUntilTheWWAT
44,2014/04/24 09:28:31,5,Cliven Bundy
44,2014/04/24 09:28:31,6,LaMarcus Aldridge
44,2014/04/24 09:28:31,7,#GangstaBroadway
44,2014/04/24 09:28:31,8,#HappyNKOTBDay
44,2014/04/24 09:28:31,9,Penn Relays
44,2014/04/24 09:28:31,10,James Harden
45,2014/04/24 09:33:31,1,#throwbackthursday
45,2014/04/24 09:33:31,2,#ManThoughts
45,2014/04/24 09:33:31,3,#1DayUntilTheWWAT
45,2014/04/24 09:33:31,4,#TBThursday
45,2014/04/24 09:33:31,5,Pineda
45,2014/04/24 09:33:31,6,Cliven Bundy
45,2014/04/24 09:33:31,7,Florida
45,2014/04/24 09:33:31,8,Lamarcus Aldridge
45,2014/04/24 09:33:31,9,#HappyNKOTBday
45,2014/04/24 09:33:31,10,Penn Relays
46,2014/04/24 09:38:32,1,#throwbackthursday
46,2014/04/24 09:38:32,2,Michael Pineda
46,2014/04/24 09:38:32,3,#1DayUntilTheWWAT
46,2014/04/24 09:38:32,4,#TBThursday
46,2014/04/24 09:38:32,5,Cliven Bundy
46,2014/04/24 09:38:32,6,Florida
46,2014/04/24 09:38:32,7,#STEMSolve
46,2014/04/24 09:38:32,8,Lamarcus Aldridge
46,2014/04/24 09:38:32,9,#HappyNKOTBday
46,2014/04/24 09:38:32,10,Penn Relays
47,2014/04/24 09:43:33,1,#throwbackthursday
47,2014/04/24 09:43:33,2,Michael Pineda
47,2014/04/24 09:43:33,3,Cliven Bundy
47,2014/04/24 09:43:33,4,#TBThursday
47,2014/04/24 09:43:33,5,#1DayUntilTheWWAT
47,2014/04/24 09:43:33,6,Florida
47,2014/04/24 09:43:33,7,#breakfast
47,2014/04/24 09:43:33,8,Lamarcus Aldridge
47,2014/04/24 09:43:33,9,#HappyNKOTBday
47,2014/04/24 09:43:33,10,Penn Relays
48,2014/04/24 09:48:33,1,#throwbackthursday
48,2014/04/24 09:48:33,2,Michael Pineda
48,2014/04/24 09:48:33,3,#1DayUntilTheWWAT
48,2014/04/24 09:48:33,4,#TBThursday
48,2014/04/24 09:48:33,5,Cliven Bundy
48,2014/04/24 09:48:33,6,Negro
48,2014/04/24 09:48:33,7,#ArmenianGenocide
48,2014/04/24 09:48:33,8,Lamarcus Aldridge
48,2014/04/24 09:48:33,9,#HappyNKOTBday
48,2014/04/24 09:48:33,10,Penn Relays
49,2014/04/24 09:53:34,1,#throwbackthursday
49,2014/04/24 09:53:34,2,Michael Pineda
49,2014/04/24 09:53:34,3,#1DayUntilTheWWAT
49,2014/04/24 09:53:34,4,#TBThursday
49,2014/04/24 09:53:34,5,Cliven Bundy
49,2014/04/24 09:53:34,6,Negro
49,2014/04/24 09:53:34,7,#ArmenianGenocide
49,2014/04/24 09:53:34,8,Lamarcus Aldridge
49,2014/04/24 09:53:34,9,#HappyNKOTBday
49,2014/04/24 09:53:34,10,Penn Relays
50,2014/04/24 09:58:34,1,#throwbackthursday
50,2014/04/24 09:58:34,2,Michael Pineda
50,2014/04/24 09:58:34,3,#1DayUntilTheWWAT
50,2014/04/24 09:58:34,4,#TBThursday
50,2014/04/24 09:58:34,5,Florida
50,2014/04/24 09:58:34,6,#ClivenBundy
50,2014/04/24 09:58:34,7,LaMarcus Aldridge
50,2014/04/24 09:58:34,8,#GangstaBroadway
50,2014/04/24 09:58:34,9,Penn Relays
50,2014/04/24 09:58:34,10,James Harden
51,2014/04/24 10:03:35,1,#throwbackthursday
51,2014/04/24 10:03:35,2,Tony Romo
51,2014/04/24 10:03:35,3,#1DayUntilTheWWAT
51,2014/04/24 10:03:35,4,Dunkin
51,2014/04/24 10:03:35,5,#happythursday
